English words/sentences,French words/sentences
My wife works part time.,Ma femme travaille ?ˇ temps partiel.
Nara is as old as Kyoto.,Nara est aussi vieille que Kyoto.
Never mind what he said.,Peu importe ce qu'il a dit.
Never talk to strangers.,Ne parle jamais aux ??trangers.
New York is a huge city.,New York est une grande ville.
Next year will be worse.,L'ann??e prochaine sera pire.
No deaths were reported.,Aucun d??c??s n'a ??t?? d??clar??.
No one can say anything.,Personne ne peut dire quoi que ce soit.
No one could believe it.,Personne ne pouvait y croire.
No one could believe it.,Personne ne pourrait y croire.
No one else was injured.,Personne d'autre n'a ??t?? bless??.
No one else was injured.,Personne d'autre ne fut bless??.
No one ever believed me.,Personne ne me crut jamais.
No one ever believed me.,Personne ne m'a jamais cru.
No one is irreplaceable.,Personne nÉ??est irrempla??able.
No one knows everything.,Personne ne sait tout.
No one knows the answer.,Personne ne conna??t la r??ponse.
No one knows the future.,Personne ne conna??t le futur.
No one knows the future.,Nul ne conna??t l'avenir.
No one knows the future.,Personne ne conna??t l'avenir.
No one knows the reason.,Personne n'en conna??t la raison.
No one knows their name.,Personne ne sait leur nom.
No one knows their name.,Personne ne conna??t leur nom.
No one knows what to do.,Personne ne sait quoi faire.
No one ran ahead of him.,Personne ne courait devant lui.
No one slept that night.,Personne ne dormit cette nuit-l?ˇ.
No one told me anything.,Personne ne m'a rien dit.
No one told us anything.,Personne ne nous a rien dit.
No one understands that.,Personne ne comprend cela.
No one voted against it.,Personne ne vota contre.
No one will believe him.,Personne ne le croira.
No one will believe you.,Personne ne te croira.
No one will believe you.,Personne ne vous croira.
No one's looking at you.,Personne ne te regarde.
No one's that desperate.,Personne n'est si d??sesp??r??.
No passengers were hurt.,Aucun passager ne fut bless??.
No prisoners were taken.,On ne fit aucun prisonnier.
No proof was ever found.,Aucune preuve n'a jamais ??t?? trouv??e.
No questions were asked.,Aucune question ne fut pos??e.
No stitches were needed.,Aucun point ne fut n??cessaire.
No students were absent.,Pas un ??tudiant n'??tait absent.
"No, thank you. I'm full.","Non, merci. Je suis rassasi??."
Nobody came to help him.,Personne n'est venu pour l'aider.
Nobody can escape death.,Personne n'??chappe ?ˇ la mort.
Nobody hates my country.,Personne ne d??teste mon pays.
Nobody is insulting you.,Personne ne t'insulte.
Nobody is irreplaceable.,Personne nÉ??est irrempla??able.
Nobody knew what to say.,Personne ne savait que dire.
Nobody knows everything.,Personne ne sait tout.
Nobody knows how I feel.,Personne ne sait ce que je ressens.
Nobody knows my country.,Personne ne conna??t mon pays.
Nobody knows the answer.,Personne ne connait la r??ponse.
Nobody knows the future.,Personne ne conna??t le futur.
Nobody knows the future.,Nul ne conna??t l'avenir.
Nobody knows the future.,Personne ne conna??t l'avenir.
Nobody knows who did it.,Personne ne sait qui l'a fait.
Nobody likes my country.,Personne n'aime mon pays.
Nobody told us anything.,Personne ne nous a rien dit.
Nobody wants to do that.,Personne ne veut faire ??a !
Nobody wants to do that.,Personne ne veut le faire.
Nobody was in the lobby.,Il n'y avait personne dans le hall.
Nobody's as fast as you.,Personne n'est aussi rapide que toi.
Nobody's as fast as you.,Personne n'est aussi rapide que vous.
None of these are Tom's.,Il n'y en a aucun ?ˇ Tom.
None of us can see them.,Aucun de nous ne peut les voir.
Not all swans are white.,Tous les cygnes ne sont pas blancs.
Not all swans are white.,Blancs ne sont pas tous les cygnes.
Not every bird can sing.,Tous les oiseaux ne savent pas chanter.
Not everybody graduates.,Tout le monde n'est pas re??u.
Not everyone enjoyed it.,Tout le monde n'y a pas pris plaisir.
Nothing can change that.,Rien ne peut changer cela.
Nothing happened to Tom.,Il n'est rien arriv?? ?ˇ Tom.
Nothing makes Tom happy.,Rien ne rend Tom heureux.
Nothing's on television.,Il n'y a rien ?ˇ la t??loche.
Now I'm a little scared.,J'ai un peu peur maintenant !
Now's the time to apply.,C'est le moment de postuler.
"Now, who has a question?","Maintenant, qui a une question?ˇ?"
"OK, I won't do it again.","D'accord, je ne le ferai plus."
"Of course, I understand.","Bien s?Ør, je comprends."
"Oh, didn't I mention it?","Oh, ne l'ai-je pas mentionn?? ?"
"Oh, didn't I mention it?","Oh, n'en ai-je pas fait mention ?"
Oil and water don't mix.,Le p??trole ne se m??lange pas avec l'eau.
Oil and water don't mix.,L'huile et l'eau ne sont pas miscibles.
Oil will float on water.,L'huile flottera sur l'eau.
One of them spoke to me.,Un d'eux m'a parl??.
One of them spoke to me.,Une d'elles m'a parl??.
Open the door. It's Tom.,"Ouvre la porte, c'est Tom."
"Open the window, please.","Ouvrez la fen?¶tre, s'il vous plait."
Order has been restored.,L'ordre a ??t?? r??tabli.
Our guests are arriving.,Nos invit??s arrivent.
Our guests are arriving.,Nos invit??es arrivent.
Our guests have arrived.,Nos invit??s sont arriv??s.
Our guests have arrived.,Nos invit??es sont arriv??es.
Our sincere condolences.,Nos sinc??res condol??ances.
Paper is made from wood.,Le papier est confectionn?? ?ˇ partir de bois.
Pardon me for saying so.,Pardonnez-moi de le dire.
Pardon me for saying so.,Pardonne-moi de dire ??a.
Pardon the interruption.,Pardonnez l'interruption.
Peel two of the bananas.,??pluchez deux des bananes.
People are always dying.,Des gens meurent tout le temps.
People are still scared.,Les gens sont encore effray??s.
People don't smoke here.,Les gens ne fument pas ici.
People want to own land.,Les gens veulent poss??der de la terre.
Perhaps you can beat me.,Peut-?¶tre que tu peux me battre.
Perhaps you can beat me.,Peut-?¶tre pouvez-vous me battre.
Please answer in French.,"R??ponds en fran??ais, s'il te pla??t."
Please answer in French.,"R??pondez en fran??ais, s'il vous pla??t."
Please answer the phone.,R??ponds au t??l??phone s'il te plait.
Please answer the phone.,Merci de r??pondre au t??l??phone.
Please answer the phone.,Veuillez r??pondre au t??l??phone.
Please ask Tom to leave.,"S'il te plait, demande ?ˇ Tom de partir."
Please ask someone else.,"Demande ?ˇ quelqu'un d'autre, je te prie."
Please ask someone else.,Veuillez demander ?ˇ quelqu'un d'autre.
Please bring me my bill.,L'addition s'il vous pla??t.
Please bring the others.,"Emm??ne les autres, je te prie."
Please bring the others.,Veuillez emmener les autres.
Please call me a doctor.,"Appelez un m??decin, s'il vous pla??t."
Please close the window.,Veuillez fermer la fen?¶tre.
Please come and help me.,"Venez m'aider, s'il vous pla??t."
Please come to my house.,"Venez chez moi, je vous prie."
Please contact me later.,"Recontacte-moi plus tard, s'il te pla??t."
Please delete this file.,"Supprimez ce fichier, s'il vous pla??t !"
Please don't touch this.,Veuillez ne pas toucher ceci.
Please don't touch this.,"Ne touche pas ??a, s'il te pla??t."
Please give me the book.,"Donne-moi le livre, s'il te pla??t."
Please give me the book.,"Donnez-moi le livre, s'il vous pla??t."
Please give me the book.,"S'il vous pla??t, donnez-moi le livre."
Please give me the menu.,"Donnez-moi le menu, s'il vous pla??t."
Please give me the menu.,"Donne-moi le menu, s'il te pla??t."
Please give me this pen.,"S'il te pla??t, donne-moi ce stylo."
Please keep it a secret.,Veuillez le garder secret.
Please keep it a secret.,"Garde-le secret, s'il te pla??t."
Please keep me informed.,Veuillez me tenir inform??.
Please keep me informed.,"Tiens-moi inform??, je te prie."
Please leave right away.,Veuillez partir sans d??lai.
Please leave right away.,"Pars sans d??lai, je te prie."
Please lend me your car.,"S'il te pla??t, pr?¶te-moi ta voiture."
Please let go of my arm.,"L?õche mon bras, je te prie."
Please let go of my arm.,Veuillez l?õcher mon bras.
Please lower the window.,Veuillez abaisser la vitre !
Please lower the window.,"Abaissez la vitre, je vous prie !"
Please make us some tea.,Pr??pare-nous du th?? s'il te pla??t.
Please open the package.,Veuillez ouvrir le colis.
Please open the package.,"Ouvre le colis, je te prie."
Please pass me the salt.,"Passez-moi le sel, s'il vous pla??t."
Please say hello to her.,Dis-lui bonjour s'il te plait.
Please show me the list.,Montrez-moi la liste s'il vous pla??t.
Please show me the menu.,"Montrez-moi le menu, sÉ??il vous plait."
Please show your ticket.,"Je voudrais voir votre ticket, s'il vous plait."
Please sum up your idea.,Veuillez r??sumer votre id??e.
Please sum up your idea.,R??sume s'il te pla??t ton id??e.
Please sum up your idea.,"S'il vous pla??t, r??sumez vos id??es."
Please tell him to wait.,Veuillez lui dire d'attendre.
Please tell me about it.,"Parles-en-moi, je te prie."
Please tell us about it.,"Alors je vous en prie, racontez."
Please write with a pen.,Veuillez ??crire avec un stylo.
Poland is a big country.,La Pologne est un grand pays.
Police arrested one man.,La police a arr?¶t?? un homme.
Police arrested one man.,La police arr?¶ta un homme.
Pour me a glass of wine.,Verse-moi un verre de vin.
Pour me a glass of wine.,Versez-moi un verre de vin.
Prices dropped suddenly.,Les prix ont baiss?? subitement.
Prices dropped suddenly.,Les prix se sont brusquement effondr??s.
Progress is unavoidable.,Le progr??s est in??vitable.
"Push the button, please.",Veuillez appuyer sur le bouton.
Put the garbage outside.,Sors les poubelles !
Put the rope in the box.,Mets la corde dans la caisse.
Put the rope in the box.,Mets la corde dans la bo??te.
Quit acting like a baby.,Arr?¶tez de vous conduire comme un b??b?? !
Quit acting like a baby.,Cessez de vous conduire comme un b??b?? !
Quit acting like a baby.,Arr?¶tez de vous conduire en b??b?? !
Quit acting like a baby.,Cessez de vous conduire en b??b?? !
Quit acting like a baby.,Arr?¶te de te conduire en b??b?? !
Quit acting like a baby.,Cesse de te conduire en b??b?? !
Quit acting like a baby.,Arr?¶te de te conduire comme un b??b?? !
Quit acting like a baby.,Cesse de te conduire comme un b??b?? !
Raise up your left hand.,L??ve la main gauche.
Raise up your left hand.,Levez la main gauche.
Rome is an ancient city.,Rome est une ville ancienne.
Salaries have increased.,Les salaires ont augment??.
School's out for summer.,L'??cole est ferm??e pour l'??t??.
Scorpions are dangerous.,Les scorpions sont dangereux.
Screaming isn't singing.,Crier n'est pas chanter.
See you in three months.,?? dans trois mois.
Shall I get you a chair?,Je vais vous chercher une chaiseÉ???
Shall I get you a chair?,Devrais-je aller vous chercher une chaiseÉ???
She agreed with my idea.,Elle a accept?? mon id??e.
She agreed with my idea.,Elle ??tait d'accord avec mon id??e.
She aimed at the target.,Elle visa la cible.
She aimed at the target.,Elle a vis?? la cible.
She always got up early.,Elle se levait toujours t??t.
She always smiles at me.,Elle me sourit toujours.
She and I are Brazilian.,Elle et moi sommes br??siliens.
She and I usually agree.,"D'habitude, je suis d'accord avec elle."
She and I usually agree.,Elle et moi nous entendons d'ordinaire.
She answered with a nod.,Elle r??pondit d'un hochement de t?¶te.
She answered with a nod.,Elle a r??pondu d'un hochement de t?¶te.
She asked him questions.,Elle lui posa des questions.
She asked him questions.,Elle lui a pos?? des questions.
She asked me a question.,Elle m'a pos?? une question.
She bought a dozen eggs.,Elle a achet?? une douzaine d'è?ufs.
She bought him a camera.,Elle lui acheta un appareil photo.
She bought him a camera.,Elle lui a achet?? un appareil photo.
She bought him a ticket.,Elle lui acheta un billet.
She burst into the room.,Elle a fait irruption dans la pi??ce.
She came here to see me.,Elle est venue pour me voir.
She came home very late.,Elle est rentr??e tr??s tard ?ˇ la maison.
She came with good news.,Elle vint avec de bonnes nouvelles.
She can't find her keys.,Elle ne trouve pas ses cl??s.
She can't write or read.,Elle ne peut ni ??crire ni lire.
She cut the cake in two.,Elle coupa le g?õteau en deux.
She cut the cake in two.,Elle coupa en deux le g?õteau.
She does not like sushi.,Elle n'aime pas les sushis.
She doesn't like soccer.,Elle n'aime pas le football.
She doesn't like soccer.,Elle nÉ??aime pas le football.
She doesn't mince words.,Elle ne m?õche pas ses mots.
She doesn't speak to me.,Elle ne me parle pas.
She drank a cup of milk.,Elle but une tasse de lait.
She easily catches cold.,Elle attrape facilement un rhume.
She forced him to do it.,Elle l'a forc?? ?ˇ le faire.
She forced him to do it.,Elle le for??a ?ˇ le faire.
She forgot to write him.,Elle oublia de lui ??crire.
She forgot to write him.,Elle a oubli?? de lui ??crire.
She gave a vague answer.,Elle donna une r??ponse ??vasive.
She gave me a shy smile.,Elle me fit un sourire timide.
She gave me good advice.,Elle m'a donn?? de bons conseils.
She gave me good advice.,Elle m'a donn?? des conseils judicieux.
She gave us lots to eat.,Elle nous a donn?? beaucoup ?ˇ manger.
She got wet to the skin.,Elle fut tremp??e jusqu'?ˇ l'os.
She had a narrow escape.,Elle l'a ??chapp?? belle.
She had a perfect alibi.,Elle disposait d'un alibi parfait.
She hardly ate anything.,Elle n'a presque rien mang??.
She hardly talks at all.,Elle parle ?ˇ peine.
She has a beautiful tan.,Elle a un beau bronzage.
She has a beautiful tan.,Elle a un beau teint h?õl??.
She has a large mansion.,Elle poss??de une grande propri??t??.
She has attractive eyes.,Elle a des yeux attirants.
She has snow-white skin.,Elle a la peau blanche comme neige.
She has to stop smoking.,Il lui faut arr?¶ter de fumer.
She hates country music.,Elle d??teste la musique country.
She ignored him all day.,Elle l'ignora toute la journ??e.
She ignored him all day.,Elle l'a ignor?? toute la journ??e.
She is a charming woman.,C'est une femme charmante.
She is a cheerful giver.,Elle se r??jouit de donner.
She is a friend of mine.,C'est une amie ?ˇ moi.
She is a selfish person.,Elle est une personne ??go??ste.
She is a stranger to me.,Elle m'est ??trang??re.
She is a wonderful wife.,C'est une femme magnifique.
She is as busy as a bee.,Elle est tr??s occup??e.
She is as busy as a bee.,Elle est affair??e comme une abeille.
She is as young as I am.,Elle est aussi jeune que moi.
She is blackmailing him.,Elle le fait chanter.
She is dressed in white.,Elle est v?¶tue de blanc.
She is eighteen at most.,"Elle a dix-huit ans, au plus."
She is getting prettier.,Elle devient de plus en plus belle.
She is good at swimming.,Elle est bonne en natation.
She is his present wife.,C'est son ??pouse du moment.
She is in a green dress.,Elle porte une robe verte.
She is in an awful mood.,Elle est d'une humeur massacrante.
She is in her hotel now.,"Elle est ?ˇ son h??tel, maintenant."
She is in her hotel now.,"Elle est ?ˇ son h??tel, ?ˇ l'heure qu'il est."
She is in love with him.,Elle est amoureuse de lui.
She is knitting a scarf.,Elle tricote une ??charpe.
She is listening to him.,Elle l'??coute.
She is not always happy.,Elle n'est pas toujours heureuse.
She is proud of her son.,Elle est fi??re de son fils.
She is shy of strangers.,Elle est intimid??e par les ??trangers.
She is very hardworking.,Elle est dure ?ˇ la t?õche.
She is very intelligent.,Elle est vraiment intelligente.
She is wearing a brooch.,Elle porte une broche.
She keeps her hair long.,Elle garde les cheveux longs.
She kept silent all day.,Elle garda le silence toute la journ??e.
She knocked on the door.,Elle frappa ?ˇ la porte.
She knows many proverbs.,Elle conna??t de nombreux proverbes.
She lay awake all night.,"??tendue, elle ??tait rest??e ??veill??e toute la nuit."
She led a solitary life.,Elle m??ne une vie solitaire.
She lent me her bicycle.,Elle m'a pr?¶t?? sa bicyclette.
She lent me her bicycle.,Elle m'a pr?¶t?? son v??lo.
She liked him right off.,Elle l'appr??cia instantan??ment.
She likes to read books.,Elle aime lire des livres.
She lived a lonely life.,Elle a v??cu une vie solitaire.
She looks like her aunt.,Elle ressemble ?ˇ sa tante.
She made a bet with him.,Elle fit un pari avec lui.
She made a bet with him.,Elle a fait un pari avec lui.
She made him a new coat.,Elle lui confectionna un nouveau manteau.
She made him a new coat.,Elle lui a confectionn?? un nouveau manteau.
She made him a new suit.,Elle lui confectionna un nouveau costume.
She made him a new suit.,Elle lui a confectionn?? un nouveau costume.
She makes a good living.,Elle gagne bien sa vie.
She married a local boy.,Elle ??pousa un gar??on du coin.
She married a local boy.,Elle a ??pous?? un gar??on du coin.
She may spill the beans.,Il se peut qu'elle raconte tout.
She must be forty or so.,Elle doit avoir la quarantaine environ.
She must be over eighty.,Elle doit avoir plus de 80 ans.
She picked up the phone.,Elle d??crocha le t??l??phone.
She picked up the phone.,Elle a d??croch?? le t??l??phone.
She prefers quiet music.,Elle pr??f??re la musique douce.
She read the poem aloud.,Elle a lu le po??me ?ˇ haute voix.
She really ate too much.,Elle mange?õt vraiment sans limite.
She really looks pretty.,Elle a l'air vraiment jolie.
She resides in New York.,Elle r??side ?ˇ New York.
She runs a dance studio.,Elle dirige un studio de danse.
She runs a dance studio.,Elle g??re un studio de danse.
She scared the cat away.,"Elle a effray?? le chat, qui s'est enfuit."
She seemed uninterested.,Elle semblait indiff??rente.
She seemed uninterested.,Elle sembla indiff??rente.
She seemed uninterested.,Elle a sembl?? indiff??rente.
She seems to be unhappy.,Elle semble malheureuse.
She sent him a postcard.,Elle lui a envoy?? une carte postale.
She sent him a postcard.,Elle lui envoya une carte postale.
She showed me her album.,Elle m'a montr?? son album.
She showed me his album.,Elle m'a montr?? son album.
She speaks good English.,Elle parle un bon anglais.
She spoke Japanese well.,Elle parlait bien le japonais.
She struggled to get up.,Elle eut du mal ?ˇ se lever.
She struggled to get up.,Elle a eu du mal ?ˇ se lever.
She struggled to get up.,Elle ??prouva des difficult??s ?ˇ se lever.
She struggled to get up.,Elle a ??prouv?? des difficult??s ?ˇ se lever.
She studies mathematics.,Elle ??tudie les math??matiques.
She told me where to go.,Elle m'a dit o?? aller.
She took him to the zoo.,Elle l'emmena au zoo.
She took him to the zoo.,Elle l'a emmen?? au zoo.
She took me by surprise.,Elle m'a pris par surprise.
She took me by the hand.,Elle m'a pris par la main.
She turned on the light.,Elle a allum?? la lumi??re.
She walked in the woods.,Elle marcha dans les bois.
She walked in the woods.,Elle a march?? dans les bois.
She wanted to help them.,Elle a voulu les aider.
She was about to go out.,Elle ??tait sur le point de sortir.
She was about to go out.,Elle allait sortir.
She was aching all over.,Elle avait mal partout.
She was falsely accused.,Elle fut accus??e ?ˇ tort.
She was falsely accused.,Elle a ??t?? accus??e ?ˇ tort.
She was in a silk dress.,Elle portait une robe de soie.
She was only half alive.,Elle ??tait seulement ?ˇ moiti?? vivante.
She waved goodbye to me.,Elle me salua pour prendre cong??.
She wore a simple dress.,Elle portait une robe simple.
She wouldn't let him in.,Elle ne voulait pas le laisser entrer.
She wouldn't let him in.,Elle ne voudrait pas le laisser entrer.
She'll love him forever.,Elle l'aimera ?ˇ jamais.
She'll love him forever.,Elle l'aimera pour toujours.
She'll make a good wife.,Elle fera une bonne ??pouse.
She'll succeed for sure.,Il est certain qu'elle y parviendra.
She'll try it once more.,Elle va essayer encore une fois.
She's a fine young lady.,C'est une belle jeune fille.
She's a soccer champion.,Elle est une championne de football.
She's heating the water.,Elle fait r??chauffer lÉ??eau.
She's lost her car keys.,Elle a perdu ses cl??s de voiture.
She's lost her car keys.,Elle a perdu les cl??s de sa voiture.
She's much better today.,Elle va beaucoup mieux aujourd'hui.
She's no spring chicken.,Ce n'est pas un lapin de six semaines.
"She's not young, is she?","Elle n'est pas jeune, n'est-ce pasÉ???"
She's the teacher's pet.,C'est la chouchoute de la prof.
She's the teacher's pet.,C'est la chouchoute du prof.
She's unfit for the job.,Elle est inapte pour le poste.
Shoes are sold in pairs.,Les chaussures se vendent par paires.
Should I call you a cab?,Je t'appelle un taxi?ˇ?
Show me another example.,Montre-moi un autre exemple.
"Show me the way, please.","Veuillez me montrer le chemin, je vous prie."
"Show me the way, please.","Indiquez-moi le chemin, s'il vous pla??t."
Show me what you bought.,Montre-moi ce que tu as achet??.
Show me what you bought.,Montrez-moi ce que vous avez achet??.
Show me what you can do.,Montre-moi ce que tu sais faire.
Show us what you bought.,Montre-nous ce que tu as achet??.
Show us what you bought.,Montrez-nous ce que vous avez achet??.
Show us what you've got.,Montrez-nous ce que vous avez.
Show us what you've got.,Montre-nous ce que tu as.
"Shut the door, will you?",Peux-tu fermer la porteÉ???
Sign on the dotted line.,Signez sur la ligne pointill??e.
"So, where's the problem?",Alors o?? est le probl??me?ˇ?
Somebody is watching me.,Quelqu'un est en train de me regarder.
Somebody is watching us.,Quelqu'un nous observe.
Somebody made a mistake.,Quelqu'un a commis une erreur.
Somebody sent us a gift.,Quelqu'un nous a envoy?? un cadeau.
Somebody stole my lunch.,Quelqu'un a vol?? mon d??jeuner.
Somebody's got to do it.,Quelqu'un doit le faire.
Someone broke my camera.,Quelqu'un a cass?? mon appareil photo.
Someone is watching Tom.,Quelqu'un est en train de regarder Tom.
Someone is watching you.,Quelqu'un t'observe.
Someone is watching you.,Quelqu'un vous observe.
Someone stole my wallet.,On m'a vol?? mon portefeuille.
"Someone, please help me.",Que quelqu'un veuille bien m'aider !
Something is very wrong.,Il y a quelque chose qui cloche vraiment.
Sometimes I get jealous.,"Parfois, je me mets ?ˇ ?¶tre jaloux."
Sometimes I hear things.,"Des fois, j'entends des choses."
Sometimes I hear things.,"Quelques fois, j'entends des choses."
Sometimes I hear voices.,"Des fois, j'entends des voix."
Sometimes I hear voices.,"Quelques fois, j'entends des voix."
"Sorry, I can't help you.","D??sol??, je ne peux pas t'aider."
"Sorry, I can't help you.","D??sol??e, je ne peux pas t'aider."
"Sorry, I can't help you.","D??sol??, je ne peux pas vous aider."
"Sorry, I can't help you.","D??sol??e, je ne peux pas vous aider."
"Sorry, we're full today.","D??sol??, nous sommes complets aujourd'hui."
"Sorry, what's your name?",Pardon. Quel est ton nom?
"Spell your name, please.","??pelez votre nom, s'il vous pla??t."
Spiders have eight legs.,Les araign??es ont huit pattes.
Spinach is good for you.,Les ??pinards sont bons pour toi.
State your case briefly.,Exposez bri??vement votre cas.
Stay a while and listen.,Reste un peu et ??coute !
Stay a while and listen.,Restez un peu et ??coutez !
Stay away from my woman.,Restez ?ˇ l'??cart de ma femme !
Stay away from the door.,??loignez-vous de la porte.
Stay away from the door.,??loigne-toi de la porte.
Stay away from the fire.,Reste ?ˇ distance du feu.
Stay away from the fire.,Restez ?ˇ distance du feu.
Stay out of my business.,Reste en dehors de mes affaires !
Stay out of my business.,Restez en dehors de mes affaires !
Steel traps are illegal.,Les pi??ges d'acier sont ill??gaux.
Steel traps are illegal.,Les pi??ges en acier sont ill??gaux.
Stop acting like a baby.,Arr?¶tez de vous conduire comme un b??b?? !
Stop acting like a baby.,Cessez de vous conduire comme un b??b?? !
Stop acting like a baby.,Arr?¶tez de vous conduire en b??b?? !
Stop acting like a baby.,Cessez de vous conduire en b??b?? !
Stop acting like a baby.,Arr?¶te de te conduire en b??b?? !
Stop acting like a baby.,Cesse de te conduire en b??b?? !
Stop acting like a baby.,Arr?¶te de te conduire comme un b??b?? !
Stop acting like a baby.,Cesse de te conduire comme un b??b?? !
Stop acting like a jerk.,Arr?¶te de faire le cr??tin.
Stop crying like a girl.,Arr?¶te de pleurer comme une fille !
Stop crying like a girl.,Arr?¶tez de pleurer comme une fille !
Stop crying like a girl.,Cesse de pleurer comme une fille !
Stop crying like a girl.,Cessez de pleurer comme une fille !
"Stop doing that, please.","Arr?¶te de faire ??a, s'il te pla??t."
"Stop doing that, please.","Arr?¶tez de faire cela, s'il te pla??t."
Stop jumping on the bed.,Arr?¶te de sauter sur le lit.
Stop jumping on the bed.,Arr?¶tez de sauter sur le lit.
Stop sending me flowers.,Arr?¶te de m'envoyer des fleurs.
Summer vacation is soon.,Les vacances d'??t?? approchent.
Sunday follows Saturday.,Le dimanche suit le samedi.
Supper is a simple meal.,Le souper est un repas simple.
Swimming is easy for me.,C'est facile pour moi de nager.
Sydney is far from here.,Sydney est loin d'ici.
Take a book and read it.,Prends un livre et lis-leÉ??!
Take a look at this map.,Jette un coup d'è?il ?ˇ cette carte.
Take a look at this map.,Jette un è?il sur cette carte.
Take care of yourselves!,Prends soin de toi !
Take care of yourselves!,Prenez soin de vous !
Take care of yourselves.,Prenez soin de vous !
Take heed of her advice.,Tiens compte de son conseil !
Take heed of her advice.,Tenez compte de ses conseils !
Take out your notebooks.,Sortez vos calepins !
Take out your notebooks.,Sortez vos carnets de notes !
Take out your notebooks.,Sortez vos blocs-notes !
Take things as they are.,Prends les choses comme elles viennent.
Take whichever you like.,Prends ce que tu aimes.
Take whichever you want.,Prends celui que tu veux.
Take whichever you want.,Prends celui qui te chante.
Take whichever you want.,Prenez celui que vous voulez.
"Take your seats, please.","Prenez place, je vous prie !"
Tell Tom that I'm angry.,Dis ?ˇ Tom que je suis en col??re.
Tell me a bedtime story.,Conte-moi une histoire pour m'endormir !
Tell me about your plan.,Parle-moi de ton plan.
Tell me about your plan.,Parlez-moi de votre plan.
Tell me about your wife.,Parlez-moi de votre ??pouse.
Tell me about your wife.,Parle-moi de ton ??pouse.
Tell me all the details.,Faites-moi part de tous les d??tails !
Tell me all the details.,Fais-moi part de tous les d??tails !
Tell me if you're happy.,Dis-moi si tu es heureuse.
Tell me more about this.,Dites-m'en plus ?ˇ propos de ceci.
Tell me more about this.,Dis-m'en plus sur ??a.
Tell me that was a joke!,Dis-moi que c'??tait une blague !
Tell me that was a joke!,Dites-moi que c'??tait une blague !
Tell me this isn't true.,Dis-moi que ce n'est pas vrai.
Tell me this isn't true.,Dites-moi que ce n'est pas vrai.
Tell me what to do here.,Dis-moi quoi faire ici !
Tell me what to do here.,Dites-moi quoi faire ici !
Tell me what's going on.,Dis-moi ce qui se passe !
Tell me what's going on.,Dites-moi ce qui se passe !
Tell me where she lives.,Dites-moi o?? elle vit !
Tell me where she lives.,Dis-moi o?? elle vit !
Tell me your life story.,Raconte-moi l'histoire de ta vie.
Tell them what happened.,Contez-leur ce qui s'est produit !
Tell them what happened.,Dites-leur ce qui s'est pass?? !
Tell us that joke again.,Raconte-nous cette blague encore une fois.
Tell us what that means.,Dites-nous ce que cela signifie.
Tell us what that means.,Dis-nous ce que ??a veut dire.
Tell us what's going on.,Dites-nous ce qu'il se passe.
Tell us what's going on.,Dis-nous ce qui se passe.
Textbooks are expensive.,Les manuels sont chers.
Thank you all very much.,Merci beaucoup ?ˇ toutes.
Thank you for listening.,Merci pour votre ??coute.
Thank you for the offer.,Merci pour l'offre.
Thank you for your gift.,Merci pour le cadeau.
Thank you for your help.,Merci de votre assistance.
Thank you for your help.,Merci pour ton aide.
Thank you for your help.,Merci pour votre aide.
Thank you for your time.,Merci pour m'avoir accord?? un peu de votre temps.
Thank you for your time.,Je vous remercie pour votre temps.
Thank you for your time.,Je te remercie pour ton temps.
Thank you just the same.,Merci tout de m?¶me.
Thanks for all the fish.,Merci pour tout le poisson !
"Thanks for calling, Tom.","Merci d'avoir appel??, Tom."
Thanks for reminding me.,Merci de m'y faire penser.
Thanks for the heads-up.,Merci de m'avoir averti.
Thanks for the memories.,Merci pour les souvenirs.
Thanks for the reminder.,Merci pour le rappel.
Thanks. I appreciate it.,Merci. J'y suis sensible.
That applies to him too.,Cela s'applique aussi ?ˇ lui.
That applies to him too.,C'est valable aussi pour lui.
That boy has black hair.,Ce gar??on a les cheveux noirs.
That boy is his brother.,Ce gar??on est son fr??re.
That boy is intelligent.,Ce gar??on est intelligent.
That boy is very clever.,Ce gar??on est tr??s intelligent.
That boy is very clever.,Ce gar??on est tr??s habile.
That boy is very clever.,Ce gar??on est tr??s ing??nieux.
That boy is very clever.,Ce gar??on est tr??s d??gourdi.
That boy looks like Tom.,Ce gar??on ressemble ?ˇ Tom.
That boy looks like you.,Ce gar??on te ressemble.
That boy showed no fear.,Ce gar??on n'a montr?? aucune peur.
That boy showed no fear.,Ce gar??on ne montra aucune peur.
That boy showed no fear.,Ce gar??on ne t??moigna d'aucune peur.
That boy showed no fear.,Ce gar??on n'a t??moign?? d'aucune peur.
That candle isn't white.,Cette bougie n'est pas blanche.
That coffee smells good.,Ce caf?? sent bon.
That could be a problem.,Cela pourrait ?¶tre un probl??me.
That could be difficult.,Cela pourrait ?¶tre difficile.
That couldn't be helped.,On n'y pouvait rien.
That couldn't be helped.,On n'y pourrait rien.
That dictionary is mine.,Ce dictionnaire est ?ˇ moi.
That doesn't seem right.,Il y a quelque chose qui cloche.
That doesn't sound good.,??a ne semble pas bon.
That dog is really ugly.,Ce chien est vraiment laid.
That dog runs very fast.,Ce chien court tr??s vite.
That girl is really shy.,Cette fille est vraiment timide.
That idea is ridiculous.,Cette id??e est ridicule.
That is an absolute lie.,C'est un mensonge absolu.
That is how it happened.,C'est comme ??a que c'est arriv??.
